matchnum,teamnum,Auto_Missed_High,Auto_Missed_Low,Auto_Mobility,Auto_High_Hot,Auto_High,Auto_Low_Hot,Auto_Low,Dead_Bot,Robot_Job,Catch,Truss,Possess_Number,Possession_Rating,3_Assist,2_Assist,Tele_High_Miss,Tele_High,Tele_Low_Miss,Tele_Low,Malfunction,Pickup_Rating,Defense_Rating,Driver_Rating,Tech_Fouls,Fouls,Goal_Defense,Human_Pass,ds
22,4186,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,2,2,0,0,0,0,Red1
31,4186,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Red2
84,4186,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,Red2
3,4186,0,0,0,0,0,0,0,0,2,0,0,2,1,1,0,0,0,0,0,1,1,0,0,1,0,0,0,Red3
42,4186,0,0,1,0,0,0,0,0,4,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Red3
51,4186,0,0,1,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Red3
68,4186,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Red3
11,4186,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,Blue4
61,4186,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,1,2,0,0,0,0,Blue4
101,4186,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,Blue5
89,4186,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,0,0,0,Blue6
14,604,1,0,1,0,0,0,0,0,1,0,1,5,7,0,0,1,1,0,1,0,7,1,6,0,0,0,0,Red1
89,604,0,0,1,1,0,0,0,0,1,0,2,1,6,2,1,0,1,0,0,0,6,4,6,0,0,0,0,Red1
98,604,0,0,1,1,0,0,0,0,3,0,0,4,5,0,1,1,0,0,2,0,6,4,6,0,0,0,1,Red1
39,604,0,0,1,1,0,0,0,0,3,0,0,0,5,0,1,0,1,0,0,0,3,3,5,0,0,0,0,Red2
50,604,0,0,1,0,1,0,0,0,1,0,0,5,5,1,3,0,3,0,0,0,5,3,5,0,0,0,0,Red2
69,604,0,0,0,0,0,0,0,0,1,0,2,3,7,0,3,0,3,0,1,0,7,4,6,0,0,0,1,Red2
1,604,0,0,0,0,1,0,0,0,3,0,0,2,6,0,2,1,2,0,0,0,6,6,6,0,0,0,0,Blue4
45,604,0,0,1,0,0,0,0,0,3,0,3,1,5,0,1,0,2,0,0,0,4,4,6,0,0,0,0,Blue5
60,604,0,0,1,0,0,0,0,0,1,0,3,3,7,0,2,2,3,0,1,0,6,2,7,0,0,0,0,Blue5
80,604,0,0,1,1,0,0,0,0,1,0,4,6,5,0,2,0,3,0,0,0,6,5,6,0,0,0,1,Blue5
29,604,0,0,0,0,1,0,0,0,1,0,1,4,5,0,1,1,0,0,2,0,3,0,4,0,0,0,0,Blue6
33,2141,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,Red1
75,2141,0,0,0,0,0,0,0,0,1,0,0,2,3,1,0,0,0,0,1,0,2,1,4,0,0,0,0,Red1
20,2141,0,0,1,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,Red2
43,2141,0,0,0,0,0,0,0,0,1,0,0,2,2,0,0,0,0,0,0,1,0,3,3,0,0,0,0,Red2
99,2141,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,5,5,0,0,0,0,Red2
6,2141,0,0,0,0,0,0,0,0,2,0,0,1,3,0,0,0,0,0,0,0,3,1,3,0,0,0,0,Blue4
50,2141,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,0,0,0,Blue4
11,2141,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Blue5
68,2141,1,0,0,0,0,0,0,0,2,0,0,0,0,0,1,1,0,0,0,0,1,4,3,0,0,0,0,Blue5
82,2141,0,0,0,0,0,0,0,0,2,0,0,1,4,0,0,0,1,0,1,0,4,6,6,0,0,0,0,Blue6
94,2141,0,0,1,0,0,0,0,0,2,0,0,2,3,0,0,0,0,0,0,0,5,2,4,0,0,0,0,Blue6
68,5104,1,0,1,0,0,0,0,0,1,0,0,2,3,0,1,0,0,0,0,0,6,0,1,0,0,0,0,Red1
9,5104,0,0,1,0,0,0,0,0,2,0,0,2,2,0,0,0,1,0,0,0,3,1,2,0,0,0,0,Red2
24,5104,0,0,1,0,1,0,0,0,1,0,0,0,2,0,0,0,0,0,2,0,0,1,3,0,0,0,0,Red2
53,5104,0,0,1,1,0,0,0,0,1,0,0,2,6,0,1,0,0,0,0,0,6,2,5,0,0,0,0,Red2
32,5104,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,4,2,0,0,1,0,Red3
91,5104,0,0,1,0,1,0,0,0,1,0,0,3,4,1,1,0,0,0,0,0,4,1,5,0,0,0,0,Red3
41,5104,1,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,7,6,0,0,0,0,Blue4
78,5104,0,0,0,1,0,0,0,0,1,0,0,2,4,0,0,0,0,0,0,0,3,0,2,0,0,0,0,Blue4
17,5104,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,2,1,1,0,0,0,0,Blue5
84,5104,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,Blue6
97,5104,0,0,1,0,1,0,0,0,1,0,0,3,0,0,0,0,0,0,1,0,2,4,4,0,0,0,0,Blue6
78,3045,1,0,1,0,0,0,0,0,1,0,0,3,3,0,2,0,1,0,1,0,2,0,4,0,0,0,0,Red1
86,3045,0,0,1,0,0,0,0,0,1,0,2,2,0,0,0,0,0,0,0,0,5,4,4,0,0,0,1,Red1
48,3045,1,0,1,0,0,0,0,0,2,0,0,1,2,0,1,0,0,0,0,0,3,3,3,0,0,0,0,Red2
9,3045,0,0,1,0,0,0,0,0,2,0,0,2,2,0,2,0,0,0,0,0,3,3,3,0,0,0,0,Red3
35,3045,0,0,1,0,0,0,0,0,1,0,1,1,6,0,1,1,0,0,0,0,4,2,4,0,0,0,0,Red3
98,3045,0,0,1,0,0,0,0,0,1,0,0,1,3,0,0,0,0,0,0,0,1,5,6,0,0,1,0,Red3
20,3045,0,0,1,0,0,0,0,0,1,0,0,2,6,0,1,0,1,0,2,0,3,2,4,0,0,0,0,Blue4
68,3045,0,0,1,0,0,0,0,0,1,0,2,3,5,0,0,0,0,0,1,0,3,0,4,0,0,0,0,Blue4
93,3045,0,0,1,0,0,0,0,0,1,0,0,0,5,0,1,0,0,0,1,0,2,1,4,0,0,0,0,Blue4
25,3045,0,0,1,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Blue5
58,3045,1,0,1,0,0,0,0,0,3,0,2,3,0,0,0,0,0,0,2,0,5,3,5,0,0,0,0,Blue6
5,2144,0,0,0,1,0,0,0,0,1,0,0,3,3,0,2,0,0,0,0,0,4,5,3,0,0,0,0,Red1
41,2144,0,0,1,0,1,0,0,0,1,0,1,3,6,2,0,1,0,0,0,0,7,1,6,0,1,0,0,Red1
50,2144,0,0,1,0,0,0,0,0,1,0,0,4,3,1,0,0,0,0,0,0,3,1,6,0,0,0,0,Red1
93,2144,1,0,1,0,0,0,0,0,1,0,0,4,3,2,0,0,3,0,0,0,5,3,5,0,0,0,0,Red2
18,2144,0,0,1,1,0,0,0,0,3,0,0,2,2,0,0,0,1,0,0,0,3,3,4,0,0,0,0,Blue4
28,2144,0,0,1,0,0,0,0,0,2,0,0,2,3,0,0,0,0,0,0,0,2,3,4,0,0,0,0,Blue4
59,2144,0,0,1,1,0,0,0,0,2,0,0,3,6,0,0,0,0,0,0,0,6,5,5,0,0,0,0,Blue4
87,2144,0,0,1,0,1,0,0,0,1,0,0,4,6,0,2,0,4,0,0,0,7,1,7,0,0,0,0,Blue4
36,2144,0,0,1,0,1,0,0,0,1,0,1,6,6,0,3,0,4,0,0,0,5,0,5,0,0,0,0,Blue5
69,2144,0,0,1,1,0,0,0,0,1,0,3,3,5,0,0,0,1,0,0,0,6,2,6,0,0,0,0,Blue6
4,100,0,0,0,0,0,0,0,0,1,0,2,3,3,0,2,1,0,0,2,0,5,5,3,0,0,0,1,Red1
101,100,0,0,1,0,0,0,0,0,3,0,0,7,6,0,6,0,0,0,1,0,6,5,6,0,0,0,1,Red1
66,100,1,0,1,0,0,0,0,0,1,0,1,4,8,0,3,0,0,0,2,0,8,8,8,0,0,0,0,Red2
77,100,1,0,1,0,0,0,0,0,3,0,0,2,4,0,1,0,0,0,2,0,4,4,6,0,0,0,0,Red2
49,100,1,0,1,0,0,0,0,0,1,0,1,4,6,0,1,0,0,0,3,0,7,5,6,0,0,0,0,Red3
43,100,0,0,1,0,0,1,0,0,1,0,2,1,6,2,1,0,0,0,0,0,6,6,6,0,0,0,0,Blue4
85,100,0,0,1,0,0,0,0,0,1,0,4,5,7,0,4,0,0,0,4,0,7,2,7,0,0,0,0,Blue4
26,100,0,0,1,1,0,0,0,0,1,0,1,3,6,1,1,0,0,0,0,0,4,0,5,0,0,0,0,Blue5
38,100,1,0,0,0,0,0,0,0,1,0,0,3,5,0,0,2,0,1,1,0,6,0,5,0,0,0,1,Blue5
93,100,1,0,1,0,0,0,0,0,3,0,0,2,5,1,1,0,0,0,2,0,6,5,6,0,0,1,0,Blue5
11,100,0,0,1,0,0,0,0,0,1,0,1,4,6,0,0,2,1,1,2,0,5,0,5,0,0,0,0,Blue6
42,4990,0,0,1,0,0,0,1,0,3,0,0,3,6,0,2,0,0,0,2,0,6,1,4,0,0,0,0,Red1
71,4990,0,0,1,0,0,0,1,0,1,0,0,4,7,2,2,0,0,0,1,0,6,0,7,0,0,0,0,Red1
91,4990,0,0,1,1,0,0,0,0,1,0,0,3,5,0,2,0,0,0,0,0,6,5,5,0,0,0,1,Red1
10,4990,0,1,1,0,0,0,0,0,1,0,0,1,2,0,0,0,0,0,2,1,2,0,2,0,0,0,0,Red3
33,4990,0,0,1,0,0,0,1,0,3,0,0,3,6,1,2,0,0,0,3,0,6,4,6,0,0,0,0,Blue4
86,4990,0,0,1,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,2,6,7,0,0,0,0,Blue4
5,4990,0,0,1,0,0,0,0,0,1,0,0,1,3,1,0,0,0,0,0,0,3,1,2,0,0,0,0,Blue5
27,4990,0,0,1,0,0,0,1,0,1,0,0,3,5,0,1,0,0,0,0,0,5,1,6,0,0,0,0,Blue6
49,4990,0,0,1,0,0,0,1,0,3,0,0,1,1,1,0,0,0,0,0,0,2,7,6,0,0,0,0,Blue6
64,4990,0,0,1,0,0,0,1,0,2,0,0,0,5,0,1,0,0,0,2,0,6,2,5,0,0,0,0,Blue6
73,1388,1,0,1,0,0,0,0,0,1,0,1,2,3,0,0,0,0,0,0,0,7,2,6,0,0,0,0,Red1
99,1388,0,0,1,0,0,0,0,0,3,0,2,5,5,0,1,3,0,0,3,0,5,5,5,0,0,0,1,Red1
4,1388,1,0,0,0,0,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,Red2
57,1388,0,0,1,0,0,0,0,0,1,0,3,6,7,0,3,0,0,0,0,0,5,0,8,0,0,0,0,Red3
63,1388,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,2,2,3,0,0,0,0,Red3
94,1388,0,0,1,0,0,0,0,0,3,0,1,2,6,0,0,1,0,0,0,0,5,3,6,0,0,0,0,Red3
49,1388,0,0,1,0,1,0,0,0,1,0,0,2,3,0,0,0,0,0,0,0,4,6,5,0,0,0,0,Blue4
29,1388,0,0,1,0,0,0,0,0,1,0,0,3,5,3,0,2,0,0,0,0,3,1,4,0,0,0,0,Blue5
84,1388,1,0,1,0,0,0,0,0,1,0,0,4,4,0,0,3,0,0,1,0,5,0,5,0,0,0,0,Blue5
14,1388,0,0,1,0,0,0,0,0,1,0,0,4,7,4,0,0,0,0,0,0,7,0,5,0,0,0,0,Blue6
36,1388,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,7,7,0,0,0,0,Blue6
16,751,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,7,7,0,0,0,0,Red1
76,751,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Red1
93,751,0,0,1,0,0,0,1,0,4,0,0,0,1,0,0,0,0,0,0,0,3,2,3,0,0,0,1,Red1
56,751,0,0,1,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,2,5,3,0,0,0,0,Red2
27,751,0,0,1,0,0,0,0,0,3,0,0,2,1,0,0,0,0,0,0,0,1,2,3,0,0,0,0,Red3
61,751,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,Red3
99,751,0,0,1,0,0,0,0,0,1,0,0,1,4,0,1,0,0,0,0,0,1,6,4,0,0,0,0,Red3
44,751,0,0,1,0,0,0,0,0,3,0,0,2,3,1,0,0,0,0,1,0,6,5,6,0,0,0,0,Blue4
85,751,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,Blue5
7,751,0,0,1,0,0,0,0,0,2,0,0,1,1,0,1,0,0,0,0,0,0,4,2,0,0,0,0,Blue6
33,751,0,0,1,0,0,0,0,0,2,0,0,1,1,0,1,0,0,0,0,0,0,5,3,0,0,0,0,Blue6
29,368,0,0,0,1,1,0,0,0,1,0,0,4,7,0,2,0,2,0,0,0,7,5,7,0,0,0,0,Red1
85,368,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Red1
17,368,1,0,0,0,1,0,0,0,1,1,0,3,4,1,1,1,3,0,0,0,6,0,7,0,0,0,0,Red2
61,368,0,0,1,1,0,0,0,0,1,0,0,4,6,1,0,0,2,0,0,0,6,2,6,0,0,0,0,Red2
91,368,0,0,1,1,0,0,0,0,1,0,1,4,0,0,3,0,4,0,0,0,0,0,6,0,0,0,1,Red2
72,368,0,0,1,0,1,0,0,0,1,0,0,0,6,1,1,0,2,0,1,0,5,5,7,0,0,0,0,Red3
10,368,1,0,1,1,0,0,0,0,1,0,0,7,6,2,3,0,5,0,2,0,6,0,5,0,0,0,0,Blue4
52,368,0,0,1,1,1,0,0,0,1,0,0,6,6,0,0,2,3,0,1,0,6,6,7,0,0,0,0,Blue5
34,368,0,0,1,0,2,0,0,0,1,0,0,3,7,0,2,0,2,0,0,0,5,4,6,0,0,0,0,Blue6
47,368,0,0,1,1,0,0,0,0,1,0,1,1,7,1,2,0,0,0,0,0,7,5,6,0,0,0,1,Blue6
88,114,0,0,1,0,1,0,0,0,1,0,0,4,4,3,1,0,0,0,3,0,5,0,7,0,0,0,0,Red2
98,114,0,0,1,0,1,0,0,0,1,0,1,1,6,0,0,0,0,0,0,0,4,0,5,0,0,0,0,Red2
6,114,1,0,1,0,0,0,0,0,1,0,2,2,8,0,2,0,1,0,2,0,6,2,6,0,0,0,0,Red3
17,114,0,0,1,1,0,0,0,0,1,0,0,4,5,3,1,0,0,0,0,0,5,3,4,0,0,0,1,Red3
83,114,0,0,1,0,1,0,0,0,1,0,0,4,3,3,0,0,0,0,0,0,4,0,4,0,0,0,0,Red3
22,114,0,0,1,1,0,0,0,0,1,0,0,3,5,0,1,1,0,0,2,0,5,4,4,0,0,0,0,Blue4
57,114,0,0,1,1,0,0,0,0,1,0,1,2,5,0,0,0,0,0,0,0,6,0,6,0,0,0,1,Blue4
64,114,0,0,0,1,0,0,0,0,1,0,2,3,0,0,0,0,0,0,1,0,6,0,4,0,0,0,0,Blue4
30,114,0,0,1,0,1,0,0,0,1,0,0,0,6,0,0,0,0,0,2,0,2,0,4,0,0,0,0,Blue5
40,114,0,0,1,0,0,0,0,0,1,0,0,4,0,0,2,0,0,1,2,0,6,4,5,0,0,0,0,Blue5
77,114,0,0,1,1,0,0,0,0,3,0,1,0,6,2,0,0,0,0,0,0,6,7,5,0,0,0,0,Blue5
15,115,0,0,1,0,1,0,0,0,1,0,0,1,2,0,1,1,0,0,0,0,6,1,5,0,0,0,0,Red1
25,115,0,0,0,1,0,0,0,0,1,0,1,0,5,0,0,0,0,0,0,1,6,3,5,0,0,0,0,Red1
70,115,0,0,1,1,0,0,0,0,1,0,2,3,3,0,3,0,0,0,0,0,7,2,6,0,1,0,0,Red1
84,115,0,0,1,1,0,0,0,0,3,0,3,3,5,0,0,0,0,0,0,0,5,6,5,0,0,0,1,Red1
62,115,0,0,0,0,0,0,0,0,1,0,0,2,0,0,1,0,0,0,0,0,3,0,2,0,0,0,0,Red2
54,115,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Red3
54,115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Red3
2,115,0,0,1,0,0,0,0,0,3,0,0,0,5,0,0,0,0,0,1,0,7,3,4,0,0,0,0,Blue6
31,115,0,0,1,0,1,0,0,0,3,0,0,3,2,0,3,0,0,0,0,1,3,3,3,0,0,0,0,Blue6
40,115,1,0,1,0,0,0,0,0,1,0,2,3,6,0,1,0,0,0,1,0,5,0,5,0,0,0,0,Blue6
93,115,0,0,0,1,0,0,0,0,1,0,0,3,4,0,0,0,0,0,0,0,5,0,5,0,0,0,0,Blue6
8,766,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Red1
32,766,0,0,0,1,0,0,0,0,1,0,2,4,6,0,2,0,0,0,1,0,6,0,6,0,0,0,0,Red1
63,766,0,0,1,0,0,0,0,0,1,0,3,3,6,0,1,0,0,0,1,0,6,0,6,0,0,0,0,Red1
79,766,1,0,1,0,0,0,0,0,1,0,0,3,6,1,0,1,0,0,2,0,7,0,6,0,0,0,0,Red1
26,766,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Red2
89,766,0,0,1,0,0,0,0,0,2,0,0,2,0,3,0,0,0,0,0,0,7,6,6,0,0,1,0,Red3
18,766,0,0,1,0,0,0,0,0,2,0,1,3,6,0,1,1,0,0,0,0,6,2,4,0,0,0,0,Blue5
56,766,1,0,1,0,0,0,0,0,1,0,0,2,0,0,0,1,0,0,1,1,3,3,3,0,0,0,0,Blue5
48,766,0,0,1,0,1,0,0,0,1,0,0,2,5,2,1,0,0,0,0,0,5,0,6,0,0,0,0,Blue6
70,766,1,0,1,0,0,0,0,0,1,0,0,2,5,0,1,1,0,0,3,0,5,2,5,0,0,0,0,Blue6
57,2367,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Red1
28,2367,0,0,1,0,0,0,0,0,1,0,0,1,6,1,0,0,0,0,0,0,5,1,3,0,0,0,0,Red2
16,2367,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Red3
86,2367,0,0,1,0,0,0,0,0,1,0,0,0,2,0,2,0,0,0,2,1,0,0,4,0,0,0,0,Red3
77,2367,0,0,0,0,0,0,0,0,1,0,0,1,3,0,0,0,0,0,0,0,3,0,2,0,0,0,0,Blue4
9,2367,0,0,1,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Blue5
96,2367,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,3,4,5,0,0,0,0,Blue5
38,2367,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Blue6
46,2367,0,0,1,0,0,0,0,0,3,0,0,0,2,0,1,0,0,0,0,1,3,2,3,1,0,0,0,Blue6
67,2367,0,0,1,0,1,0,0,0,3,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Blue6
7,2813,0,0,1,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,2,3,2,0,0,0,0,Red1
96,2813,1,0,1,0,0,0,0,0,3,0,0,5,3,1,1,0,0,0,1,0,5,5,5,0,0,0,1,Red1
30,2813,0,0,1,0,0,0,0,0,3,0,0,2,4,1,0,0,0,1,0,0,5,3,2,0,0,0,0,Red3
43,2813,0,0,1,0,0,0,0,0,3,0,0,3,5,0,2,0,0,0,3,0,5,4,5,0,0,0,0,Red3
71,2813,0,0,1,0,0,0,0,0,2,0,0,2,4,0,0,0,0,0,1,0,4,3,5,0,0,0,0,Red3
79,2813,0,0,1,0,0,0,0,0,1,0,0,3,0,0,1,0,0,0,0,0,2,3,2,0,0,0,0,Red3
24,2813,0,0,0,0,0,0,0,0,1,0,0,2,0,0,2,0,0,0,2,0,5,0,4,0,0,0,0,Blue4
15,2813,0,0,0,0,0,0,0,0,1,0,0,3,4,0,2,0,0,0,2,0,4,1,4,0,0,0,0,Blue5
58,2813,0,0,1,0,0,0,0,0,3,0,0,1,7,1,0,0,2,0,1,0,6,5,6,0,0,0,0,Blue5
63,2813,0,0,1,0,0,0,0,0,3,0,0,0,2,0,0,0,0,0,1,0,2,5,3,0,0,0,0,Blue6
20,1662,1,0,1,0,0,0,0,0,3,0,0,1,7,0,0,0,0,0,1,0,8,7,6,0,0,0,0,Red1
26,1662,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,5,3,0,0,0,0,Red1
64,1662,0,0,1,1,0,0,0,0,1,0,2,3,7,0,1,0,0,0,3,0,8,1,7,0,0,0,0,Red1
45,1662,0,0,1,0,1,0,0,0,1,0,0,3,3,0,2,2,1,0,2,0,3,3,5,0,0,0,0,Red2
81,1662,0,0,1,0,1,0,0,0,2,0,1,3,0,0,2,0,0,0,0,0,4,5,4,0,0,0,0,Red2
52,1662,0,0,1,0,0,0,0,0,1,0,0,2,6,2,1,0,0,0,3,0,6,1,5,0,0,0,0,Red3
76,1662,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,1,0,0,0,0,3,0,5,0,0,0,0,Blue4
7,1662,0,0,1,0,1,0,0,0,1,0,0,4,7,0,2,2,2,0,0,0,8,1,7,0,0,0,0,Blue5
32,1662,1,0,1,0,0,0,0,0,1,0,1,3,2,1,2,0,0,0,0,0,4,3,4,0,0,0,0,Blue5
92,1662,0,0,1,0,0,0,0,0,1,0,0,3,3,0,0,0,0,0,0,0,0,0,4,0,0,0,0,Blue6
